1.123003e+01,1.126499e+01,1.129993e+01,1.119507e+01,1.110759e+01,1.117758e+01,1.114259e+01,1.098496e+01,1.102002e+01,1.117758e+01,1.110759e+01,1.102002e+01,1.105505e+01,1.109008e+01,1.124751e+01,1.117758e+01,1.117758e+01,1.126499e+01,1.126499e+01,1.129993e+01,1.128246e+01,1.136976e+01,1.128246e+01,1.117758e+01,1.126499e+01,1.123003e+01,1.119507e+01,1.123003e+01,1.129993e+01,1.123003e+01,1.126499e+01,1.119507e+01,1.138721e+01,1.140466e+01,1.145698e+01,1.152668e+01,1.140466e+01,1.131739e+01,1.135231e+01,1.133485e+01,1.131739e+01,1.140466e+01,1.126499e+01,1.129993e+01,1.149184e+01,1.147441e+01,1.149184e+01,1.152668e+01,1.154410e+01,1.154410e+01,1.157893e+01,1.152668e+01,1.152668e+01,1.142210e+01,1.159634e+01,1.170071e+01,1.159634e+01,1.182232e+01,1.168332e+01
1.126499e+01,1.121255e+01,1.123003e+01,1.123003e+01,1.116008e+01,1.103754e+01,1.107257e+01,1.116008e+01,1.103754e+01,1.102002e+01,1.107257e+01,1.100249e+01,1.110759e+01,1.107257e+01,1.100249e+01,1.117758e+01,1.112509e+01,1.124751e+01,1.119507e+01,1.119507e+01,1.114259e+01,1.142210e+01,1.119507e+01,1.119507e+01,1.126499e+01,1.123003e+01,1.131739e+01,1.128246e+01,1.136976e+01,1.133485e+01,1.121255e+01,1.126499e+01,1.136976e+01,1.142210e+01,1.136976e+01,1.138721e+01,1.138721e+01,1.136976e+01,1.138721e+01,1.143954e+01,1.145698e+01,1.140466e+01,1.140466e+01,1.147441e+01,1.150926e+01,1.149184e+01,1.147441e+01,1.140466e+01,1.138721e+01,1.159634e+01,1.157893e+01,1.149184e+01,1.149184e+01,1.147441e+01,1.166593e+01,1.170071e+01,1.177022e+01,1.180496e+01,1.182232e+01
1.123003e+01,1.121255e+01,1.119507e+01,1.119507e+01,1.114259e+01,1.109008e+01,1.105505e+01,1.102002e+01,1.103754e+01,1.110759e+01,1.112509e+01,1.105505e+01,1.102002e+01,1.103754e+01,1.114259e+01,1.119507e+01,1.109008e+01,1.121255e+01,1.119507e+01,1.119507e+01,1.124751e+01,1.131739e+01,1.121255e+01,1.103754e+01,1.117758e+01,1.138721e+01,1.128246e+01,1.143954e+01,1.119507e+01,1.126499e+01,1.135231e+01,1.131739e+01,1.133485e+01,1.131739e+01,1.142210e+01,1.135231e+01,1.135231e+01,1.140466e+01,1.143954e+01,1.143954e+01,1.143954e+01,1.152668e+01,1.152668e+01,1.136976e+01,1.131739e+01,1.135231e+01,1.135231e+01,1.131739e+01,1.131739e+01,1.140466e+01,1.147441e+01,1.152668e+01,1.150926e+01,1.147441e+01,1.157893e+01,1.163114e+01,1.166593e+01,1.173547e+01,1.177022e+01
1.129993e+01,1.123003e+01,1.117758e+01,1.124751e+01,1.116008e+01,1.107257e+01,1.105505e+01,1.105505e+01,1.114259e+01,1.119507e+01,1.109008e+01,1.107257e+01,1.107257e+01,1.107257e+01,1.121255e+01,1.121255e+01,1.116008e+01,1.129993e+01,1.123003e+01,1.114259e+01,1.124751e+01,1.138721e+01,1.124751e+01,1.124751e+01,1.126499e+01,1.138721e+01,1.117758e+01,1.124751e+01,1.110759e+01,1.123003e+01,1.128246e+01,1.135231e+01,1.131739e+01,1.136976e+01,1.128246e+01,1.138721e+01,1.142210e+01,1.129993e+01,1.133485e+01,1.138721e+01,1.143954e+01,1.145698e+01,1.142210e+01,1.136976e+01,1.136976e+01,1.140466e+01,1.140466e+01,1.140466e+01,1.138721e+01,1.133485e+01,1.135231e+01,1.152668e+01,1.161374e+01,1.154410e+01,1.145698e+01,1.163114e+01,1.159634e+01,1.159634e+01,1.168332e+01
1.121255e+01,1.123003e+01,1.119507e+01,1.110759e+01,1.103754e+01,1.105505e+01,1.103754e+01,1.100249e+01,1.103754e+01,1.102002e+01,1.096743e+01,1.093236e+01,1.102002e+01,1.114259e+01,1.102002e+01,1.109008e+01,1.117758e+01,1.123003e+01,1.114259e+01,1.114259e+01,1.123003e+01,1.121255e+01,1.102002e+01,1.114259e+01,1.128246e+01,1.126499e+01,1.119507e+01,1.116008e+01,1.117758e+01,1.116008e+01,1.136976e+01,1.142210e+01,1.131739e+01,1.140466e+01,1.156152e+01,1.133485e+01,1.138721e+01,1.138721e+01,1.135231e+01,1.129993e+01,1.133485e+01,1.135231e+01,1.133485e+01,1.138721e+01,1.138721e+01,1.131739e+01,1.133485e+01,1.143954e+01,1.152668e+01,1.152668e+01,1.140466e+01,1.142210e+01,1.161374e+01,1.156152e+01,1.136976e+01,1.150926e+01,1.159634e+01,1.163114e+01,1.161374e+01
1.107257e+01,1.112509e+01,1.114259e+01,1.105505e+01,1.098496e+01,1.096743e+01,1.098496e+01,1.102002e+01,1.105505e+01,1.102002e+01,1.091481e+01,1.087972e+01,1.094990e+01,1.102002e+01,1.093236e+01,1.096743e+01,1.116008e+01,1.116008e+01,1.119507e+01,1.131739e+01,1.128246e+01,1.126499e+01,1.105505e+01,1.124751e+01,1.126499e+01,1.126499e+01,1.110759e+01,1.116008e+01,1.114259e+01,1.107257e+01,1.126499e+01,1.138721e+01,1.136976e+01,1.145698e+01,1.154410e+01,1.138721e+01,1.136976e+01,1.136976e+01,1.136976e+01,1.133485e+01,1.140466e+01,1.140466e+01,1.138721e+01,1.140466e+01,1.136976e+01,1.133485e+01,1.135231e+01,1.138721e+01,1.147441e+01,1.157893e+01,1.152668e+01,1.145698e+01,1.164854e+01,1.149184e+01,1.135231e+01,1.138721e+01,1.150926e+01,1.161374e+01,1.164854e+01
1.110759e+01,1.107257e+01,1.102002e+01,1.100249e+01,1.096743e+01,1.098496e+01,1.102002e+01,1.103754e+01,1.105505e+01,1.100249e+01,1.094990e+01,1.091481e+01,1.093236e+01,1.094990e+01,1.103754e+01,1.121255e+01,1.116008e+01,1.112509e+01,1.116008e+01,1.117758e+01,1.119507e+01,1.114259e+01,1.131739e+01,1.119507e+01,1.124751e+01,1.117758e+01,1.105505e+01,1.112509e+01,1.109008e+01,1.105505e+01,1.112509e+01,1.123003e+01,1.117758e+01,1.136976e+01,1.131739e+01,1.129993e+01,1.123003e+01,1.124751e+01,1.136976e+01,1.131739e+01,1.126499e+01,1.129993e+01,1.133485e+01,1.140466e+01,1.135231e+01,1.142210e+01,1.149184e+01,1.143954e+01,1.145698e+01,1.147441e+01,1.161374e+01,1.154410e+01,1.147441e+01,1.136976e+01,1.136976e+01,1.150926e+01,1.149184e+01,1.168332e+01,1.168332e+01
1.117758e+01,1.114259e+01,1.105505e+01,1.100249e+01,1.096743e+01,1.098496e+01,1.117758e+01,1.116008e+01,1.102002e+01,1.105505e+01,1.100249e+01,1.094990e+01,1.094990e+01,1.100249e+01,1.123003e+01,1.135231e+01,1.126499e+01,1.114259e+01,1.116008e+01,1.114259e+01,1.114259e+01,1.107257e+01,1.124751e+01,1.112509e+01,1.117758e+01,1.110759e+01,1.102002e+01,1.109008e+01,1.110759e+01,1.102002e+01,1.100249e+01,1.109008e+01,1.103754e+01,1.128246e+01,1.121255e+01,1.143954e+01,1.135231e+01,1.123003e+01,1.129993e+01,1.133485e+01,1.135231e+01,1.136976e+01,1.133485e+01,1.142210e+01,1.140466e+01,1.133485e+01,1.131739e+01,1.131739e+01,1.140466e+01,1.147441e+01,1.147441e+01,1.142210e+01,1.131739e+01,1.140466e+01,1.140466e+01,1.152668e+01,1.149184e+01,1.157893e+01,1.161374e+01
1.110759e+01,1.112509e+01,1.105505e+01,1.096743e+01,1.103754e+01,1.105505e+01,1.109008e+01,1.109008e+01,1.102002e+01,1.105505e+01,1.098496e+01,1.093236e+01,1.096743e+01,1.100249e+01,1.103754e+01,1.110759e+01,1.124751e+01,1.123003e+01,1.117758e+01,1.112509e+01,1.103754e+01,1.102002e+01,1.110759e+01,1.109008e+01,1.105505e+01,1.105505e+01,1.107257e+01,1.105505e+01,1.110759e+01,1.110759e+01,1.098496e+01,1.107257e+01,1.102002e+01,1.110759e+01,1.123003e+01,1.131739e+01,1.129993e+01,1.123003e+01,1.124751e+01,1.136976e+01,1.135231e+01,1.128246e+01,1.136976e+01,1.143954e+01,1.133485e+01,1.133485e+01,1.124751e+01,1.116008e+01,1.136976e+01,1.142210e+01,1.145698e+01,1.138721e+01,1.136976e+01,1.133485e+01,1.135231e+01,1.143954e+01,1.145698e+01,1.145698e+01,1.159634e+01
1.116008e+01,1.116008e+01,1.103754e+01,1.096743e+01,1.100249e+01,1.098496e+01,1.096743e+01,1.094990e+01,1.094990e+01,1.096743e+01,1.096743e+01,1.094990e+01,1.098496e+01,1.091481e+01,1.087972e+01,1.102002e+01,1.105505e+01,1.114259e+01,1.109008e+01,1.103754e+01,1.103754e+01,1.100249e+01,1.103754e+01,1.103754e+01,1.110759e+01,1.109008e+01,1.107257e+01,1.102002e+01,1.114259e+01,1.114259e+01,1.110759e+01,1.117758e+01,1.110759e+01,1.109008e+01,1.135231e+01,1.128246e+01,1.128246e+01,1.128246e+01,1.128246e+01,1.143954e+01,1.129993e+01,1.116008e+01,1.128246e+01,1.123003e+01,1.116008e+01,1.123003e+01,1.123003e+01,1.123003e+01,1.124751e+01,1.128246e+01,1.147441e+01,1.142210e+01,1.136976e+01,1.136976e+01,1.129993e+01,1.140466e+01,1.149184e+01,1.152668e+01,1.154410e+01
